2024-06-20 16:08:13 (Thursday),Code.exe,aswin,0,1
2024-06-20 16:08:17 (Thursday),chrome.exe,aswin,0.05,1
2024-06-20 16:08:18 (Thursday),Code.exe,aswin,0.02,2
2024-06-20 16:08:20 (Thursday),WhatsApp,aswin,0.04,1
2024-06-20 16:08:40 (Thursday),Code.exe,aswin,0.34,3
2024-06-20 16:08:49 (Thursday),StartMenuExperienceHost.exe,aswin,0.14,1
2024-06-20 16:08:50 (Thursday),Mail,aswin,0.03,1
